Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSG00000169989,TIGD4,Q8IY51
ENSG00000215346,AF131215.5,
ENSG00000147548,WHSC1L1,
ENSG00000186930,KRTAP6-2,Q3LI66
ENSG00000228605,GPANK1,O95872
ENSG00000180776,ZDHHC20,
ENSG00000186924,KRTAP22-1,Q3MIV0
ENSG00000103932,RPAP1,
ENSG00000184724,KRTAP6-1,Q3LI64
ENSG00000101181,MTG2,Q9H4K7
ENSG00000244624,KRTAP20-1,Q3LI63
ENSG00000262145,XRCC6BP1,Q9Y6H3
ENSG00000103932,RPAP1,Q9BWH6
ENSG00000262145,XRCC6BP1,
ENSG00000206105,KRTAP20-4,Q3LI62
ENSG00000106686,SPATA6L,
ENSG00000184032,KRTAP20-2,Q3LI61
ENSG00000228605,GPANK1,
ENSG00000206104,KRTAP20-3,Q3LI60
ENSG00000099991,CABIN1,
ENSG00000231068,KRTAP21-3,Q3LHN1
ENSG00000106686,SPATA6L,Q8N4H0
ENSG00000187026,KRTAP21-2,Q3LI59
ENSG00000187005,KRTAP21-1,Q3LI58
ENSG00000183640,KRTAP8-1,Q8IUC2
ENSG00000182591,KRTAP11-1,Q8IUC1
ENSG00000206190,ATP10A,O60312
ENSG00000206102,KRTAP19-8,Q3LI54
ENSG00000164113,ADAD1,
ENSG00000206190,ATP10A,
ENSG00000088836,SLC4A11,Q8NBS3
ENSG00000088836,SLC4A11,
ENSG00000104643,MTMR9,Q96QG7
ENSG00000165487,MICU2,Q8IYU8
ENSG00000151615,POU4F2,Q12837
ENSG00000099991,CABIN1,Q9Y6J0
ENSG00000104643,MTMR9,
ENSG00000205808,PPAPDC2,Q8IY26
ENSG00000262515,LPHN3,Q9HAR2
ENSG00000165487,MICU2,
ENSG00000262515,LPHN3,
ENSG00000164144,ARFIP1,P53367
ENSG00000164113,ADAD1,Q96M93
ENSG00000164144,ARFIP1,
ENSG00000198768,APCDD1L,Q8NCL9
ENSG00000198768,APCDD1L,
ENSG00000102678,FGF9,P31371
ENSG00000085871,MGST2,Q99735
ENSG00000167315,ACAA2,P42765
ENSG00000183090,FREM3,P0C091
ENSG00000167315,ACAA2,
ENSG00000198901,PRC1,O43663
ENSG00000182378,PLCXD1,Q9NUJ7
ENSG00000198901,PRC1,
ENSG00000145348,TBCK,Q8TEA7
ENSG00000182378,PLCXD1,
ENSG00000106993,CDC37L1,
ENSG00000262573,KRTAP9-2,
ENSG00000262896,KRTAP9-4,Q9BYQ2
ENSG00000106993,CDC37L1,Q7L3B6
ENSG00000099994,SUSD2,Q9UGT4
ENSG00000266997,RP11-886H22.1,
ENSG00000262594,KRTAP9-9,
ENSG00000263263,KRTAP9-6,A8MVA2
ENSG00000268941,MGC4294,
ENSG00000125354,SEPT6,Q14141
ENSG00000262221,KRTAP9-7,A8MTY7
ENSG00000262542,KRTAP29-1,A8MX34
ENSG00000125354,SEPT6,
ENSG00000081014,AP4E1,
ENSG00000120251,GRIA2,
ENSG00000102683,SGCG,Q13326
ENSG00000101180,HRH3,Q9Y5N1
ENSG00000169744,LDB2,
ENSG00000178605,GTPBP6,
ENSG00000178605,GTPBP6,O43824
ENSG00000263014,ATP6V1G3,Q96LB4
ENSG00000169118,CSNK1G1,Q9HCP0
ENSG00000169744,LDB2,O43679
ENSG00000169118,CSNK1G1,
ENSG00000147853,AK3,Q9UIJ7
ENSG00000196782,MAML3,Q96JK9
ENSG00000196782,MAML3,
ENSG00000137473,TTC29,
ENSG00000160973,FOXH1,O75593
ENSG00000258256,RP11-219B4.5,
ENSG00000197465,GYPE,P15421
ENSG00000197465,GYPE,
ENSG00000257962,RP11-219B4.6,
ENSG00000081014,AP4E1,Q9UPM8
ENSG00000073067,CYP2W1,Q8TAV3
ENSG00000145348,TBCK,
ENSG00000259316,CTD-2116N17.1,
ENSG00000073067,CYP2W1,
ENSG00000137473,TTC29,Q8NA56
ENSG00000156299,TIAM1,Q13009
ENSG00000224774,CSNK2B,
ENSG00000156299,TIAM1,
ENSG00000119487,MAPKAP1,Q9BPZ7
ENSG00000183578,TNFAIP8L3,Q5GJ75
ENSG00000224774,CSNK2B,P67870
ENSG00000167393,PPP2R3B,Q9Y5P8
ENSG00000166206,GABRB3,P28472
ENSG00000166206,GABRB3,
ENSG00000262418,PTPRC,
ENSG00000120251,GRIA2,P42262
ENSG00000262418,PTPRC,P08575
ENSG00000137460,FHDC1,Q9C0D6
ENSG00000096150,RPS18,P62269
ENSG00000167393,PPP2R3B,
ENSG00000166803,KIAA0101,Q15004
ENSG00000146540,C7orf50,Q9BRJ6
ENSG00000096150,RPS18,
ENSG00000119487,MAPKAP1,
ENSG00000166803,KIAA0101,
ENSG00000142168,SOD1,P00441
ENSG00000142168,SOD1,
ENSG00000146540,C7orf50,
ENSG00000239497,LY6G5B,
ENSG00000239497,LY6G5B,Q8NDX9
ENSG00000235708,COL11A2,
ENSG00000185960,SHOX,O15266
ENSG00000167306,MYO5B,Q9ULV0
ENSG00000153130,SCOC,Q9UIL1
ENSG00000099998,GGT5,P36269
ENSG00000167306,MYO5B,
ENSG00000215700,PNRC2,
ENSG00000235708,COL11A2,P13942
ENSG00000140006,WDR89,Q96FK6
ENSG00000179934,CCR8,P51685
ENSG00000164849,GPR146,
ENSG00000179934,CCR8,
ENSG00000099998,GGT5,
ENSG00000153130,SCOC,
ENSG00000140006,WDR89,
ENSG00000151835,SACS,Q9NZJ4
ENSG00000250361,GYPB,
ENSG00000120158,RCL1,Q9Y2P8
ENSG00000164849,GPR146,Q96CH1
ENSG00000120158,RCL1,
ENSG00000124222,STX16,
ENSG00000111971,LY6G5C,Q5SRR4
ENSG00000126821,SGPP1,Q9BX95
ENSG00000111971,LY6G5C,
ENSG00000205755,CRLF2,
ENSG00000151835,SACS,
ENSG00000205755,CRLF2,Q9HC73
ENSG00000068400,GRIPAP1,Q4V328
ENSG00000109654,TRIM2,
ENSG00000250361,GYPB,P06028
ENSG00000215699,SRSF10,
ENSG00000269305,AL158147.2,
ENSG00000144659,SLC25A38,Q96DW6
ENSG00000068400,GRIPAP1,
ENSG00000206285,B3GALT4,O96024
ENSG00000144659,SLC25A38,
ENSG00000109654,TRIM2,Q9C040
ENSG00000160972,PPP1R16A,Q96I34
ENSG00000124222,STX16,O14662
ENSG00000160972,PPP1R16A,
ENSG00000184056,VPS33B,Q9H267
ENSG00000130703,OSBPL2,Q9H1P3
ENSG00000130703,OSBPL2,
ENSG00000184056,VPS33B,
ENSG00000164125,FAM198B,Q6UWH4
ENSG00000177710,SLC35G5,Q96KT7
ENSG00000134508,CABLES1,Q8TDN4
ENSG00000259919,GALNT9,Q9HCQ5
ENSG00000168028,RPSA,P08865
ENSG00000134508,CABLES1,
ENSG00000259919,GALNT9,
ENSG00000168028,RPSA,
ENSG00000164125,FAM198B,
ENSG00000132164,SLC6A11,P48066
ENSG00000132164,SLC6A11,
ENSG00000184608,C8orf12,Q96KT0
ENSG00000088854,C20orf194,Q5TEA3
ENSG00000147099,HDAC8,
ENSG00000206372,C2,
ENSG00000205745,PP13004,
ENSG00000127863,TNFRSF19,Q9NS68
ENSG00000100014,SPECC1L,
ENSG00000109471,IL2,P60568
ENSG00000088854,C20orf194,
ENSG00000164850,GPER1,Q99527
ENSG00000164850,GPER1,
ENSG00000154319,FAM167A,Q96KS9
ENSG00000100014,SPECC1L,Q69YQ0
ENSG00000151617,EDNRA,P25101
ENSG00000154319,FAM167A,
ENSG00000122547,EEPD1,Q7L9B9
ENSG00000167081,PBX3,P40426
ENSG00000122547,EEPD1,
ENSG00000100982,PCIF1,Q9H4Z3
ENSG00000147099,HDAC8,Q9BY41
ENSG00000027001,MIPEP,
ENSG00000133742,CA1,P00915
ENSG00000262273,PNLIPRP1,
ENSG00000133742,CA1,
ENSG00000258555,SPECC1L-ADORA2A,
ENSG00000206284,WDR46,O15213
ENSG00000262273,PNLIPRP1,P54315
ENSG00000167081,PBX3,
ENSG00000156304,SCAF4,O95104
ENSG00000121211,MND1,Q9BWT6
ENSG00000206284,WDR46,
ENSG00000121211,MND1,
ENSG00000138684,IL21,Q9HBE4
ENSG00000178381,ZFAND2A,
ENSG00000137869,CYP19A1,P11511
ENSG00000128271,ADORA2A,
ENSG00000178381,ZFAND2A,Q8N6M9
ENSG00000206372,C2,P06681
ENSG00000103671,TRIP4,Q15650
ENSG00000137869,CYP19A1,
ENSG00000027001,MIPEP,Q99797
ENSG00000103671,TRIP4,
ENSG00000266200,PNLIPRP2,
ENSG00000128271,ADORA2A,P29274
ENSG00000268735,AL139080.1,
ENSG00000136573,BLK,P51451
ENSG00000164124,TMEM144,
ENSG00000206315,PBX2,P40425
ENSG00000096968,JAK2,O60674
ENSG00000136573,BLK,
ENSG00000153132,CLGN,O14967
ENSG00000181004,BBS12,Q6ZW61
ENSG00000096968,JAK2,
ENSG00000153132,CLGN,
ENSG00000181004,BBS12,
ENSG00000142149,HUNK,P57058
ENSG00000268155,AL161450.1,
ENSG00000205863,C1QTNF9B,B2RNN3
ENSG00000092445,TYRO3,
ENSG00000206315,PBX2,
ENSG00000142149,HUNK,
ENSG00000092445,TYRO3,Q06418
ENSG00000266292,CPA5,
ENSG00000180357,ZNF609,
ENSG00000266292,CPA5,Q8WXQ8
ENSG00000120210,INSL6,Q9Y581
ENSG00000100024,UPB1,
ENSG00000120211,INSL4,Q14641
ENSG00000273167,RP11-307N16.6,
ENSG00000180357,ZNF609,O15014
ENSG00000230475,ABHD16A,
ENSG00000138685,FGF2,P09038
ENSG00000159055,MIS18A,Q9NYP9
ENSG00000138685,FGF2,
ENSG00000157103,SLC6A1,P30531
ENSG00000164124,TMEM144,Q7Z5S9
ENSG00000107014,RLN2,P04090
ENSG00000157103,SLC6A1,
ENSG00000107014,RLN2,
ENSG00000004660,CAMKK1,
ENSG00000264509,CPA1,
ENSG00000136574,GATA4,
ENSG00000264509,CPA1,P15085
ENSG00000230475,ABHD16A,O95870
ENSG00000100024,UPB1,Q9UBR1
ENSG00000151552,QDPR,
ENSG00000004660,CAMKK1,Q8N5S9
ENSG00000254995,STX16-NPEPL1,
ENSG00000172361,CCDC11,Q96M91
ENSG00000186417,GLDN,Q6ZMI3
ENSG00000107018,RLN1,P04808
ENSG00000170262,MRAP,Q8TCY5
ENSG00000151552,QDPR,P09417
ENSG00000164853,UNCX,A6NJT0
ENSG00000196814,MVB12B,Q9H7P6
ENSG00000262858,BPTF,
ENSG00000136574,GATA4,P43694
ENSG00000272652,AL662890.5,
ENSG00000262858,BPTF,Q12830
ENSG00000198223,CSF2RA,P15509
ENSG00000205693,MANSC4,A6NHS7
ENSG00000198062,POTEH,
ENSG00000196814,MVB12B,
ENSG00000186417,GLDN,
ENSG00000130706,ADRM1,Q16186
ENSG00000198026,ZNF335,Q9H4Z2
ENSG00000198223,CSF2RA,
ENSG00000265594,CEP41,Q9BYV8
ENSG00000198062,POTEH,Q6S545
ENSG00000107020,PLGRKT,Q9HBL7
ENSG00000167701,GPT,P24298
ENSG00000265594,CEP41,
ENSG00000134490,TMEM241,
ENSG00000197037,ZSCAN25,Q6NSZ9
ENSG00000211931,IGHD2-2,
ENSG00000170004,CHD3,Q12873
ENSG00000263138,MEGF11,A6BM72
ENSG00000241822,LY6G6F,Q5SQ64
ENSG00000205301,RP11-542P2.1,
ENSG00000263138,MEGF11,
ENSG00000241822,LY6G6F,
ENSG00000108700,CCL8,P80075
ENSG00000164168,TMEM184C,Q9NVA4
ENSG00000226777,KIAA0125,Q9NZY2
ENSG00000170004,CHD3,
ENSG00000138867,GUCD1,Q96NT3
ENSG00000215440,NPEPL1,Q8NDH3
ENSG00000226777,KIAA0125,
ENSG00000197037,ZSCAN25,
ENSG00000206283,PFDN6,O15212
ENSG00000164168,TMEM184C,
ENSG00000258880,DASS-312M4.10,
ENSG00000205301,RP11-542P2.1,A6NG13
ENSG00000236170,IGHD1-1,
ENSG00000255394,C8orf49,
ENSG00000138867,GUCD1,
ENSG00000211933,IGHV6-1,
ENSG00000215641,TRIM27,P14373
ENSG00000206283,PFDN6,
ENSG00000120217,CD274,Q9NZQ7
ENSG00000134490,TMEM241,Q24JQ0
ENSG00000226187,LY6G6E,
ENSG00000182957,SPATA13,
ENSG00000215641,TRIM27,
ENSG00000215440,NPEPL1,
ENSG00000130538,OR11H1,Q8NG94
ENSG00000264872,MEST,Q5EB52
ENSG00000136944,LMX1B,O60663
ENSG00000206314,GPSM3,
ENSG00000264872,MEST,
ENSG00000182957,SPATA13,Q96N96
ENSG00000170917,NUDT6,
ENSG00000163793,DNAJC5G,Q8N7S2
ENSG00000198445,CCT8L2,Q96SF2
ENSG00000163793,DNAJC5G,
ENSG00000206526,C6orf100,Q5JQF7
ENSG00000165046,LETM2,
ENSG00000136944,LMX1B,
ENSG00000206314,GPSM3,Q9Y4H4
ENSG00000170917,NUDT6,P53370
ENSG00000100028,SNRPD3,P62318
ENSG00000172967,XKR3,Q5GH77
ENSG00000100028,SNRPD3,
ENSG00000142207,URB1,O60287
ENSG00000129055,ANAPC13,Q9BS18
ENSG00000164877,MICALL2,Q8IY33
ENSG00000235302,LY6G6D,O95868
ENSG00000262564,C10orf82,Q8WW14
ENSG00000235302,LY6G6D,
ENSG00000256073,C21orf119,Q96HZ7
ENSG00000262564,C10orf82,
ENSG00000119715,ESRRB,
ENSG00000197646,PDCD1LG2,Q9BQ51
ENSG00000169260,ZNF311,Q5JNZ3
ENSG00000185518,SV2B,Q7L1I2
ENSG00000154328,NEIL2,Q969S2
ENSG00000119715,ESRRB,O95718
ENSG00000240654,C1QTNF9,P0C862
ENSG00000006459,KDM7A,Q6ZMT4
ENSG00000182077,PTCHD3,Q3KNS1
ENSG00000006459,KDM7A,
ENSG00000179468,OR9A2,Q8NGT5
ENSG00000205850,AL359736.1,
ENSG00000163655,GMPS,P49915
ENSG00000163655,GMPS,
ENSG00000110958,PTGES3,Q15185
ENSG00000225781,OR6V1,Q8N148
ENSG00000056291,NPFFR2,Q9Y5X5
ENSG00000166225,FRS2,
ENSG00000169155,ZBTB43,O43298
ENSG00000263052,HSPA12A,O43301
ENSG00000173401,GLIPR1L1,Q6UWM5
ENSG00000263052,HSPA12A,
ENSG00000169155,ZBTB43,
ENSG00000215568,GAB4,Q2WGN9
ENSG00000154328,NEIL2,
ENSG00000185291,IL3RA,P26951
ENSG00000121210,KIAA0922,A2VDJ0
ENSG00000165046,LETM2,Q2VYF4
ENSG00000185291,IL3RA,
ENSG00000215568,GAB4,
ENSG00000121210,KIAA0922,
ENSG00000173401,GLIPR1L1,
ENSG00000110958,PTGES3,
ENSG00000087448,KLHL42,Q9P2K6
ENSG00000166225,FRS2,Q8WU20
ENSG00000087448,KLHL42,
ENSG00000263085,C17orf58,Q2M2W7
ENSG00000184361,SPATA32,
ENSG00000177125,ZBTB34,Q8NCN2
ENSG00000159763,PIP,P12273
ENSG00000165959,CLMN,Q96JQ2
ENSG00000181374,CCL13,Q99616
ENSG00000179387,ELMOD2,Q8IZ81
ENSG00000181374,CCL13,
ENSG00000206366,ZBTB12,Q9Y330
ENSG00000184361,SPATA32,Q96LK8
ENSG00000164879,CA3,
ENSG00000179387,ELMOD2,
ENSG00000088812,ATRN,O75882
ENSG00000196639,HRH1,P35367
ENSG00000270033,RP11-51L5.7,
ENSG00000165959,CLMN,
ENSG00000034533,ASTE1,
ENSG00000262472,KPNA2,P52292
ENSG00000262472,KPNA2,
ENSG00000034533,ASTE1,Q2TB18
ENSG00000196639,HRH1,
ENSG00000114405,C3orf14,Q9HBI5
ENSG00000258060,AL662833.3,
ENSG00000164879,CA3,P07451
ENSG00000164169,PRMT10,Q6P2P2
ENSG00000114405,C3orf14,
ENSG00000236398,TAS2R39,P59534
ENSG00000249581,CLRN2,A0PK11
ENSG00000068323,TFE3,
ENSG00000164169,PRMT10,
ENSG00000127399,LRRC61,Q9BV99
ENSG00000128802,GDF2,Q9UK05
ENSG00000166979,EVA1C,P58658
ENSG00000179674,ARL14,Q8N4G2
ENSG00000112304,ACOT13,Q9NPJ3
ENSG00000231003,C6orf25,O95866
ENSG00000163728,TTC14,Q96N46
ENSG00000169100,SLC25A6,P12236
ENSG00000107623,GDF10,P55107
ENSG00000163728,TTC14,
ENSG00000159199,ATP5G1,P05496
ENSG00000163590,PPM1L,Q5SGD2
ENSG00000176463,SLCO3A1,Q9UIG8
ENSG00000165097,KDM1B,
ENSG00000130702,LAMA5,
ENSG00000087494,PTHLH,P12272
ENSG00000186297,GABRA5,P31644
ENSG00000188707,ZBED6CL,Q96FA7
ENSG00000159199,ATP5G1,
ENSG00000166979,EVA1C,
ENSG00000172421,EFCAB3,Q8N7B9
ENSG00000186297,GABRA5,
ENSG00000262747,AMZ2,Q86W34
ENSG00000224379,TCF19,
ENSG00000262747,AMZ2,
ENSG00000183770,FOXL2,P58012
ENSG00000145375,SPATA5,Q8NB90
ENSG00000135519,KCNH3,Q9ULD8
ENSG00000172421,EFCAB3,
ENSG00000068323,TFE3,P19532
ENSG00000176463,SLCO3A1,
ENSG00000214643,DEFB133,Q30KQ1
ENSG00000136697,IL1F10,Q8WWZ1
ENSG00000104267,CA2,P00918
ENSG00000087494,PTHLH,
ENSG00000224103,HLA-DPA1,P20036
ENSG00000104267,CA2,
ENSG00000180304,OAZ2,O95190
ENSG00000224103,HLA-DPA1,
ENSG00000180304,OAZ2,
ENSG00000184992,BRI3BP,Q8WY22
ENSG00000174099,MSRB3,Q8IXL7
ENSG00000136697,IL1F10,
ENSG00000235712,RXRB,P28702
ENSG00000206312,NOTCH4,
ENSG00000170180,GYPA,P02724
ENSG00000165097,KDM1B,Q8NB78
ENSG00000177684,DEFB114,Q30KQ6
ENSG00000170180,GYPA,
ENSG00000240764,PCDHGC5,Q9Y5F6
ENSG00000106538,RARRES2,Q99969
ENSG00000242220,TCP10L,Q8TDR4
ENSG00000106538,RARRES2,
ENSG00000174099,MSRB3,
ENSG00000242220,TCP10L,
ENSG00000107816,LZTS2,
ENSG00000227231,IER3,
ENSG00000152766,ANKRD22,Q5VYY1
ENSG00000166831,RBPMS2,
ENSG00000204335,SP5,Q6BEB4
ENSG00000265590,AP000275.65,
ENSG00000235712,RXRB,
ENSG00000153266,FEZF2,Q8TBJ5
ENSG00000213639,PPP1CB,
ENSG00000206262,C3orf72,
ENSG00000204334,ERICH2,A1L162
ENSG00000166831,RBPMS2,Q6ZRY4
ENSG00000144026,ZNF514,Q96K75
ENSG00000227231,IER3,P46695
ENSG00000109424,UCP1,P25874
ENSG00000206262,C3orf72,Q6ZUU3
ENSG00000177663,IL17RA,Q96F46
ENSG00000144026,ZNF514,
ENSG00000107816,LZTS2,Q9BRK4
ENSG00000135919,SERPINE2,P07093
ENSG00000206260,PRR23A,A6NEV1
ENSG00000167100,SAMD14,Q8IZD0
ENSG00000164209,SLC25A46,
ENSG00000167100,SAMD14,
ENSG00000213639,PPP1CB,P62140
ENSG00000107036,KIAA1432,Q4ADV7
ENSG00000102699,PARP4,Q9UKK3
ENSG00000108819,PPP1R9B,Q96SB3
ENSG00000235925,LY6G6C,O95867
ENSG00000159079,C21orf59,
ENSG00000263020,CSNK2B-LY6G5B-1181,
ENSG00000092108,SCFD1,Q8WVM8
ENSG00000112667,DNPH1,O43598
ENSG00000169093,ASMTL,O95671
ENSG00000095564,BTAF1,O14981
ENSG00000112667,DNPH1,
ENSG00000268400,CTD-3214H19.4,
ENSG00000167700,MFSD3,Q96ES6
ENSG00000099246,RAB18,Q9NP72
ENSG00000079459,FDFT1,
ENSG00000183307,CECR6,Q9BXQ6
ENSG00000135919,SERPINE2,
ENSG00000124562,SNRPC,P09234
ENSG00000002549,LAP3,P28838
ENSG00000124562,SNRPC,
ENSG00000099246,RAB18,
ENSG00000108702,CCL1,P22362
ENSG00000240053,LY6G5B,Q8NDX9
ENSG00000235478,AC006946.15,
ENSG00000164209,SLC25A46,Q96AG3
ENSG00000107036,KIAA1432,
ENSG00000156140,ADAMTS3,O15072
ENSG00000269018,AP001362.1,
ENSG00000174083,PIK3R6,
ENSG00000137462,TLR2,O60603
ENSG00000234769,WASH4P,A8MWX3
ENSG00000197322,C17orf102,A2RUQ5
ENSG00000095564,BTAF1,
ENSG00000002549,LAP3,
ENSG00000130522,JUND,
ENSG00000198879,SFMBT2,Q5VUG0
ENSG00000169093,ASMTL,
ENSG00000268797,CTC-490E21.12,
ENSG00000198879,SFMBT2,
ENSG00000182256,GABRG3,Q99928
ENSG00000182923,CEP63,Q96MT8
ENSG00000130522,JUND,P17535
ENSG00000197548,ATG7,
ENSG00000130702,LAMA5,O15230
ENSG00000211450,C11orf31,Q8IZQ5
ENSG00000182256,GABRG3,
ENSG00000092108,SCFD1,
ENSG00000006837,CDKL3,
ENSG00000186074,CD300LF,Q8TDQ1
ENSG00000182923,CEP63,
ENSG00000241253,CFB,P00751
ENSG00000211450,C11orf31,
ENSG00000234769,WASH4P,
ENSG00000163064,EN1,Q05925
ENSG00000082153,BZW1,
ENSG00000173338,KCNK7,Q9Y2U2
ENSG00000175348,TMEM9B,
ENSG00000182162,P2RY8,Q86VZ1
ENSG00000181291,TMEM132E,Q6IEE7
ENSG00000180316,PNPLA1,Q8N8W4
ENSG00000089127,OAS1,P00973
ENSG00000138134,STAMBPL1,Q96FJ0
ENSG00000100985,MMP9,P14780
ENSG00000178188,SH2B1,
ENSG00000196954,CASP4,P49662
ENSG00000174083,PIK3R6,Q5UE93
ENSG00000144306,SCRN3,
ENSG00000181649,PHLDA2,Q53GA4
ENSG00000255974,CYP2A6,P11509
ENSG00000180638,SLC47A2,Q86VL8
ENSG00000175110,MRPS22,P82650
ENSG00000138134,STAMBPL1,
ENSG00000169255,B3GALNT1,O75752
ENSG00000118514,ALDH8A1,Q9H2A2
ENSG00000175110,MRPS22,
ENSG00000145428,RNF175,Q8N4F7
ENSG00000196954,CASP4,
ENSG00000175348,TMEM9B,Q9NQ34
ENSG00000228128,DDAH2,
ENSG00000186074,CD300LF,
ENSG00000255974,CYP2A6,
ENSG00000130520,LSM4,Q9Y4Z0
ENSG00000173338,KCNK7,
ENSG00000145428,RNF175,
ENSG00000130520,LSM4,
ENSG00000161980,POLR3K,Q9Y2Y1
ENSG00000206310,C6orf10,Q5SRN2
ENSG00000079459,FDFT1,P37268
ENSG00000236624,CCDC163P,
ENSG00000206310,C6orf10,
ENSG00000089127,OAS1,
ENSG00000164485,IL22RA2,Q969J5
ENSG00000169255,B3GALNT1,
ENSG00000108298,RPL19,P84098
ENSG00000106258,CYP3A5,P20815
ENSG00000221937,TAS2R40,P59535
ENSG00000108298,RPL19,
ENSG00000228128,DDAH2,O95865
ENSG00000152822,GRM1,Q13255
ENSG00000268170,AC073342.1,
ENSG00000006837,CDKL3,Q8IVW4
ENSG00000105202,FBL,
ENSG00000159214,CCDC24,
ENSG00000152822,GRM1,
ENSG00000104093,DMXL2,Q8TDJ6
ENSG00000164008,C1orf50,Q9BV19
ENSG00000144306,SCRN3,Q0VDG4
ENSG00000136828,RALGPS1,Q5JS13
ENSG00000266779,COPG2,Q9UBF2
ENSG00000100031,GGT1,P19440
ENSG00000196600,SLC22A25,Q6T423
ENSG00000164008,C1orf50,
ENSG00000266779,COPG2,
ENSG00000197976,AKAP17A,Q02040
ENSG00000118514,ALDH8A1,
ENSG00000171509,RXFP1,
ENSG00000196600,SLC22A25,
ENSG00000100031,GGT1,
ENSG00000104093,DMXL2,
ENSG00000082153,BZW1,Q7L1Q6
ENSG00000140557,ST8SIA2,Q92186
ENSG00000197976,AKAP17A,
ENSG00000213185,FAM24B,Q8N5W8
ENSG00000159079,C21orf59,P57076
ENSG00000205176,REXO1L1P,Q8IX06
ENSG00000130517,PGPEP1,Q9NXJ5
ENSG00000180638,SLC47A2,
ENSG00000140557,ST8SIA2,
ENSG00000223524,REXO1L11P,A0PJM3
ENSG00000165309,ARMC3,Q5W041
ENSG00000130517,PGPEP1,
ENSG00000255940,REXO1L10P,A0PJM3
ENSG00000181409,AATK,Q6ZMQ8
ENSG00000161981,SNRNP25,
ENSG00000136828,RALGPS1,
ENSG00000104983,CCDC61,
ENSG00000159214,CCDC24,Q8N4L8
ENSG00000140451,PIF1,Q9H611
ENSG00000147614,ATP6V0D2,
ENSG00000178188,SH2B1,Q9NRF2
ENSG00000229597,BTNL2,
ENSG00000105202,FBL,P22087
ENSG00000035141,FAM136A,Q96C01
ENSG00000229597,BTNL2,Q9UIR0
ENSG00000181409,AATK,
ENSG00000035141,FAM136A,
ENSG00000104983,CCDC61,Q9Y6R9
ENSG00000161981,SNRNP25,Q9BV90
ENSG00000109436,TBC1D9,Q6ZT07
ENSG00000215182,MUC5AC,
ENSG00000128683,GAD1,
ENSG00000130513,GDF15,
ENSG00000173327,MAP3K11,Q16584
ENSG00000214022,REPIN1,
ENSG00000171509,RXFP1,Q9HBX9
ENSG00000247121,CTD-2260A17.2,
ENSG00000120265,PCMT1,
ENSG00000147614,ATP6V0D2,Q8N8Y2
ENSG00000130513,GDF15,Q99988
ENSG00000132424,PNISR,Q8TF01
ENSG00000165309,ARMC3,
ENSG00000197448,GSTK1,
ENSG00000124508,BTN2A2,Q8WVV5
ENSG00000187808,SOWAHD,A6NJG2
ENSG00000214642,DEFB113,Q30KQ7
ENSG00000173327,MAP3K11,
ENSG00000071205,ARHGAP10,A1A4S6
ENSG00000155324,GRAMD3,Q96HH9
ENSG00000108424,KPNB1,
ENSG00000137757,CASP5,
ENSG00000155324,GRAMD3,
ENSG00000124508,BTN2A2,
ENSG00000203795,FAM24A,A6NFZ4
ENSG00000132763,MMACHC,Q9Y4U1
ENSG00000203970,DEFB110,Q30KQ9
ENSG00000089250,NOS1,P29475
ENSG00000138032,PPM1B,
ENSG00000112308,C6orf62,Q9GZU0
ENSG00000091128,LAMB4,A4D0S4
ENSG00000206282,RGL2,O15211
ENSG00000175489,LRRC25,Q8N386
ENSG00000071205,ARHGAP10,
ENSG00000145423,SFRP2,Q96HF1
ENSG00000154265,ABCA5,Q8WWZ7
ENSG00000175352,NRIP3,Q9NQ35
ENSG00000198918,RPL39,P62891
ENSG00000125861,GFRA4,Q9GZZ7
ENSG00000175352,NRIP3,
ENSG00000112308,C6orf62,
ENSG00000197548,ATG7,O95352
ENSG00000196433,ASMT,P46597
ENSG00000108424,KPNB1,Q14974
ENSG00000206525,OR2W1,Q9Y3N9
ENSG00000214022,REPIN1,Q9BWE0
ENSG00000147613,PSKH2,Q96QS6
ENSG00000206524,OR2B3,O76000
ENSG00000168314,MOBP,
ENSG00000099219,ERMP1,Q7Z2K6
ENSG00000189325,C6orf222,P0C671
ENSG00000091128,LAMB4,
ENSG00000206522,OR2J3,O76001
ENSG00000138032,PPM1B,O75688
ENSG00000180872,DEFB112,Q30KQ8
ENSG00000106258,CYP3A5,
ENSG00000169282,KCNAB1,
ENSG00000008438,PGLYRP1,O75594
ENSG00000196433,ASMT,
ENSG00000075651,PLD1,Q13393
ENSG00000234746,OR2J2,O76002
ENSG00000258138,AL935156.1,
ENSG00000197448,GSTK1,Q9Y2Q3
ENSG00000154265,ABCA5,
ENSG00000071054,MAP4K4,
ENSG00000149742,SLC22A9,Q8IVM8
ENSG00000182771,GRID1,Q9ULK0
ENSG00000220550,OR10C1,
ENSG00000204869,IGFL4,Q6B9Z1
ENSG00000120265,PCMT1,P22061
ENSG00000168314,MOBP,Q13875
ENSG00000178026,FAM211B,Q2VPJ9
ENSG00000177868,CCDC23,Q8N300
ENSG00000182771,GRID1,
ENSG00000204869,IGFL4,
ENSG00000124019,FAM124B,Q9H5Z6
ENSG00000075651,PLD1,
ENSG00000137757,CASP5,P51878
ENSG00000069998,CECR5,Q9BXW7
ENSG00000178026,FAM211B,
ENSG00000075673,ATP12A,P54707
ENSG00000198888,MT-ND1,P03886
