gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
EIF3C,0.0,0.0,0.0,0.0,0.0,0.0,0.004074602,0.0,0.006731152,0.0,0.0,0.036870003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012186005,0.082269579,0.0,0.006319019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010577505,0.0,0.0,0.008570655,0.0,0.0,0.0,0.0,0.0,0.021008795,0.038117558,0.008088303,0.0,0.0,0.0,0.0,0.0,0.007786422,0.017062034,0.0,0.011428022,0.0,0.0,0.0,0.0,0.0,0.0,0.010688414,0.0,0.0,0.0,0.0,0.011315145,0.075477257,0.0,0.014775616,0.0,0.051036738,0.001424483,0.0,0.0,0.0,0.0,0.0,0.0,0.005958731,0.0,0.011546806,0.027831627,0.017900081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.033488281,0.0,0.0,0.200199917,0.018326979,0.0,0.0,0.0,0.0,0.0,0.0,0.003935474,0.044894122,0.027751235,0.0,0.0,0.0,0.027448043,0.0,0.017001659,0.012657201,0.0,0.0,0.0,0.0,0.008186085,0.0,0.021807468,0.0,0.026253644,0.0,0.0,0.015184468,0.010112216,0.016231205,0.0,0.0,0.007939331,0.0,0.008673032,0.0,0.015605788,0.0,0.0,0.0,0.0,0.0,0.014274888,0.0,0.0,0.001645184,0.0,0.0,0.023289964,0.0,0.0,0.0,0.0,0.004676395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042481702,0.011273472,0.0,0.0,0.0,0.005620756,0.00858903,0.0,0.0,0.186359346,0.0,0.000106511,0.016297488,0.007926862,0.0,0.022465043,0.045477539,0.139797539,0.0,0.0,0.0,0.0,0.0,0.020200936,0.002792003,0.0,0.0,0.0,0.0,0.0,0.0,0.018902194,0.055975113,0.0,0.0,0.011868373,0.0,0.0,0.01539644,0.009300419,0.00352951,0.019622114,0.018269558,0.015714072,0.014093103,0.018020177,0.0,0.017097473,0.017106004,0.671606302,0.0,0.032939646,0.012449822,0.0,0.0,0.012159098,0.032009065,0.0,0.0,0.0,0.0,0.015504723,0.01731535,0.013818129
GPR89B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010079032,0.044048376,0.044116203,0.0,0.0,0.0,0.0,0.0,0.000405532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035477236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019795014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042402688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063703813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036473218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028733846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025724486,0.0,0.0,0.074775606,0.18887423,0.137834713,0.0,0.025342515,0.0,0.0,0.069736809,0.011611199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030550884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032135885,0.059891243,0.0,0.0,0.109094083,0.0,0.16512242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275422752,0.0,0.0,0.0,0.0,0.0,0.29136914,0.168254942,0.1137527
NACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33879441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319959015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134302229,0.0,0.0,0.0,0.0,1.0,0.23878473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07676211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098216034,0.0,0.0,0.0,0.050037425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418136835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020309862,0.0
AGPS,0.000250055,0.0,0.0,0.006094356,0.003789551,0.007076884,0.007132488,0.003867318,0.010465739,0.00650747,0.0,0.00595031,0.005740946,0.004028161,0.0,0.017476739,0.015944403,0.044062905,0.003182061,0.001670933,0.003272152,0.0,0.005001065,0.0,0.0,0.176428765,0.009844285,0.0078623,0.00318117,0.000671849,0.0,0.0,0.005493576,0.029019345,0.007413898,0.01125668,0.0,0.0,0.005447239,0.01121355,0.008053708,0.011143778,0.010514215,0.0,0.002082443,0.0,0.006198882,0.0,0.010987746,0.0049795,0.012807552,0.004749863,0.007748417,0.009226397,0.01613296,0.010874754,0.008544169,0.015693292,0.0,0.00418954,0.002006878,0.008923957,0.0,0.011379474,0.006839405,0.010821288,0.019865958,0.00845604,0.007342521,0.0063763,0.013505105,0.002637242,0.009811671,0.005483952,0.0,0.0,0.001265821,0.005063888,0.011370384,0.008573933,0.011479722,0.009944891,0.018711092,0.0,0.01000807,0.005177503,0.0,0.015554101,0.006933773,0.0,0.0,0.0,0.008305355,0.013197497,0.012516161,0.010422877,0.0,0.006276764,0.004696398,0.005672153,0.0,0.016106049,0.011489614,0.003217171,0.0,0.008255097,0.0,0.015546527,0.00829787,0.005742549,0.014276441,0.010413699,0.00916598,0.012743927,0.006395815,0.005273296,0.014707111,0.017689891,0.011219343,0.005003471,0.00749374,0.176220253,0.012002887,0.006720265,0.012631114,0.010000139,0.0,0.0,0.007599247,0.006095604,0.0,0.001705686,0.008473417,0.00255936,0.011966174,0.0,0.009522776,0.010537027,1.0,0.0,0.009391963,0.041958123,0.010069734,0.002937722,0.008530091,0.00892467,0.007377897,0.018573418,0.011835717,0.012154909,0.00803446,0.0,0.0,0.006942773,0.006281131,0.0,0.0,0.014806111,0.0,0.003861989,0.0,0.0,0.0,0.025629597,0.0,0.007948023,0.013197943,0.007855527,0.014314403,0.093770273,0.072808027,0.110726133,0.010798832,0.012865384,0.0,0.008961561,0.011609912,0.0058657,0.009612422,0.006415954,0.0,0.016480133,0.005752708,0.043396361,0.008756252,0.002794192,8.31e-05,0.005961671,0.012895146,0.0,0.0,0.083711535,0.02767895,0.0,0.163307488,0.0101052,0.009840543,0.0,0.014104103,0.004038231,0.002108642,0.002631183,0.013339538,0.005321059,0.010817368,0.006805811,0.016126277,0.005708153,0.018714301,0.011476069,0.011653754,0.009667492,0.006401251,0.01121569,0.003900466,0.0,0.006746196,0.0,0.019115653,0.01945338,0.0,0.0,0.001587526,0.004496069,0.153302923,0.0213737,0.028984591,0.038785808
UBXN8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK2,0.0,0.0,0.007328235,0.0,0.0,0.0,0.0,0.0,0.011978495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018542798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007037024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012654714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002617862,0.004755517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007350222,0.0,0.0,0.0,0.012080244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005164032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000249342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014900667,0.0,0.0,0.0,0.0,0.0,0.0,0.01986506,0.0,0.010471915,0.0,0.0,0.0,0.00521093,0.0,0.0,0.0,0.0,0.0,0.008916449,0.0,0.0,0.0,0.0,0.010559863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001868197,0.0
MYO1C,0.213212386,0.123149589,0.112155914,0.113109,0.086790062,0.484975427,1.0,0.468201041,0.457509875,0.418375194,0.054384615,0.111447312,0.229771271,0.509403527,0.689367473,0.100018531,0.048211914,0.157054707,0.704094768,0.669302881,0.050417278,0.189890698,0.048719123,0.146102473,0.035622846,0.077407107,0.246694818,0.0607123,0.518316984,0.904856801,0.188150287,0.062573723,0.127135992,0.187619865,0.188614398,0.143181041,0.067743614,0.026722651,0.04614744,0.068138935,0.169469729,0.226319432,0.111372724,0.103768729,0.000587865,0.467745245,0.122681335,0.031257696,0.067897767,0.07368882,0.038016345,0.116428241,0.01819043,0.055232864,0.065224968,0.059682135,0.058487043,0.276124567,0.111165531,0.148029372,0.675112605,0.257580757,0.0,0.257261693,0.180463403,0.044716977,0.030613741,0.04462954,0.0,0.055194326,0.025254479,0.0,0.084329851,0.129771486,0.12942341,0.243661508,0.11610502,0.141270712,0.030434726,0.216958433,0.083547488,0.080941826,0.023448167,0.028562527,0.018509507,0.081110485,0.072724536,0.01557192,0.0733888,0.054638222,0.053588163,0.143305361,0.07493902,0.071145728,0.049395401,0.014786161,0.0,0.094710238,0.190263644,0.14354156,0.054177422,0.026419319,0.014693006,0.024099583,0.0,0.0,0.014902686,0.078424014,0.185614228,0.0,0.089285918,0.013478854,0.082094647,0.067983545,0.064651877,0.146587297,0.0,0.0,0.181631982,0.180616736,0.133413956,0.202127546,0.111617215,0.059508093,0.011931534,0.109441683,0.022722162,0.056141615,0.091573328,0.042403042,0.0,0.108505167,0.232879177,0.198228166,0.064147562,0.099546127,0.194084302,0.117431059,0.051460702,0.137081265,0.071333446,0.043838724,0.232141569,0.050544497,0.399694651,0.248269498,0.107568651,0.070931487,0.048825618,0.0428137,0.173870519,0.132912546,0.034779154,0.478158772,0.147751734,0.0,0.08178883,0.249139711,0.005688385,0.173335955,0.085133761,0.052243065,0.20112887,0.098394133,0.024752656,0.103884757,0.0,0.057786729,0.0,0.204000562,0.070639759,0.118458733,0.043775488,0.070375383,0.05428765,0.168533221,0.081378587,0.059818882,0.000323321,0.076340064,0.10642495,0.124674536,0.048389271,0.04042476,0.075822912,0.070885494,0.014729473,0.128229976,0.084432617,0.0,0.039251216,0.0,0.040346853,0.0,0.0,0.024421562,0.192945153,0.555586934,0.110751145,0.037357468,0.0122042,0.07734412,0.074882664,0.099835783,0.023144007,0.0,0.052248038,0.136409968,0.064319536,0.121583208,0.075636022,0.017168552,0.061571736,0.010402571,0.046087768,0.069930747,0.069757119,0.023066932,0.036939766,0.186676309,0.033321343,0.119312368,0.048191607,0.050172377,0.084031492,0.071447402,0.070272617,0.118085787
SNAP23,0.226958737,0.0,0.0,0.0,0.0,0.0,0.242160127,0.0,0.0,0.0,0.0,0.0,0.0,0.45746991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230433866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213225439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177247554,0.144499511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037112225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17892009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078234054,0.0,0.0,0.0,0.0,0.001107212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309154063,0.0,0.0,0.094007827,0.063558571,0.0,0.500788331,0.0,0.0,0.0,0.212853774,0.0,0.411958635,0.0,0.0,0.21891202,0.409951597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021628356,0.0,0.380868256,0.446152478,0.0,0.0,0.0,0.0,0.0,0.0,0.147104934,0.129688367
STXBP3,0.0,0.0,0.028267199,0.0,0.0,0.511024833,0.0,0.0,0.0,0.0,0.0,0.105142199,0.0,0.0,0.0,0.0,0.175015092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343768656,0.135821566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004336029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068847485,0.093986362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070151225,0.0,0.0,0.0,0.0,0.0,0.0,0.019831149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02586155,0.201024756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072788,0.066454858,0.0,0.0,0.086090691,0.06251923,0.272315323,0.117977753,0.0,0.0,0.163751841,0.0,0.0,0.0,0.0,0.0,0.0,0.116083182,0.0,0.0,0.0,0.004752705,0.0,0.0,0.262809932,0.110987052
AP3B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033935219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120327406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673715,1.0,0.260728478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387715518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021208227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068600111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057482362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046041295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239172682,0.0,0.0,0.0,0.0,0.043682538,0.0,0.012880937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013007325,0.0,0.0,0.0,0.0,0.205907613,0.081966393,0.0,0.0,0.0,0.0,0.0,0.09177617,0.0,0.0,0.0,0.0,0.045093384,0.0,0.0,0.0,0.0
NDUFS8,0.0,0.0,0.552646875,0.0,0.0,0.0,0.0,0.450807333,0.0,0.0,0.0,0.0,0.0,0.881001115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210073769,0.0,0.119307816,0.0,0.0,0.0,0.233077005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170674235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219267622,0.453859568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166803151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336591512,0.0,0.0,0.0,0.0,0.189806372,0.0,0.0,0.0,0.0,0.129301935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439249903,0.940872788,0.0,0.0,0.0,0.0,0.0,0.0,0.022195505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746663,0.0,0.0,0.0,0.487461746,0.713138998,0.242643058,0.673097372,0.0,0.0,0.0,0.387362361,0.017207751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482241362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442432374,0.0,0.0,0.0,0.249733865,0.0,0.220421508,0.215024307,0.0,0.0,0.0,0.0,0.0,0.235515043,0.414943904,0.509022653
PSMD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00542829,0.014345151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014229144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019907216,0.0,0.014347241,0.026544696,0.0,0.024877749,0.015622273,0.0,0.015525077,0.0,0.0,0.0,0.0,0.0,0.029095804,0.0,0.036681198,0.0,0.0,0.014616879,0.0,0.0,0.005156562,0.0,0.035186693,0.018849567,0.0,0.0,0.0,0.0,0.0,0.015417431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184084266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013328261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040963005,0.036821242,0.0,0.0,0.0,0.0,0.028124899,0.019248797,0.0192373,0.025927037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026168456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0233822,0.0,0.0,0.0,0.0,0.0,0.0,0.018850612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018181743,0.0,0.0,0.0,0.0,0.0,0.0,0.017738616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012370942,0.017448077,0.0,0.0,0.0,0.017081244,0.0,0.985389411,0.0,0.0,0.0,0.925264359,0.0,0.050739989,0.0,0.021765416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016620351,0.0,0.0,0.0,0.032384757,0.021442479,0.0,0.0,0.0,0.001560869,0.492526948,0.0,0.008497981,0.018286252
WRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485927045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065152086,0.0,0.897513568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
